new_scores,new_rank,original_rank,prediction,original_score,exp_length,facts,exp,new_score,new_ranks
[4.795409722646582e-07],3.0,1,"(5110, 8, 7567)",0.0004571357276290655,6,"[({(5110, 3, 276), (5110, 3, 75)}, 0.047928708561457964, 'baseline'), ({(5110, 3, 276)}, 0.046521517402559484, 'baseline'), ({(5110, 1, 65)}, 0.045103515468488314, 'baseline'), ({(5110, 3, 5115)}, 0.0444513363782943, 'baseline'), ({(5110, 3, 5118)}, 0.044213197166473484, 'baseline'), ({(5110, 1, 65), (5110, 3, 5118)}, 0.043922374935500406, 'baseline'), ({(5110, 2, 2028)}, 0.043668712468533356, 'baseline'), ({(5110, 3, 75)}, 0.036085042127821765, 'baseline'), ({(5110, 1, 65), (5110, 3, 276)}, 0.03502678032362604, 'baseline'), ({(5110, 2, 31)}, 0.033892917423528915, 'baseline')]","[(12197, 8, 7567), (12197, 3, 75), (5110, 3, 75), (23136, 3, 276), (23136, 8, 7567), (5110, 3, 276)]",4.795409722646582e-07,[3]
[0.00011729712423402816],2.0,1,"(6213, 11, 8038)",0.00026256981072947383,11,"[({(6213, 3, 1744), (6213, 2, 31), (6213, 2, 729), (6213, 3, 1493)}, 0.020968300245424825, 'baseline'), ({(6213, 3, 1321), (6213, 3, 1744), (6213, 2, 729)}, 0.020850880988409978, 'baseline'), ({(6213, 3, 1321), (6213, 3, 1744), (6213, 2, 729), (6213, 3, 1493)}, 0.020514025288894143, 'baseline'), ({(6213, 3, 1321), (6213, 2, 729), (6213, 3, 1840), (6213, 3, 1964)}, 0.019333756480026512, 'baseline'), ({(6213, 3, 1321), (6213, 3, 1744), (6213, 2, 31), (6213, 3, 1493)}, 0.019165691902210905, 'baseline'), ({(6213, 2, 729), (6213, 3, 1840), (6213, 2, 31), (6213, 3, 1493)}, 0.01884215970525799, 'baseline'), ({(6213, 3, 1964), (6213, 2, 729)}, 0.018796331201078455, 'baseline'), ({(6213, 2, 729)}, 0.0179218230204201, 'baseline'), ({(6213, 3, 1321)}, 0.01583282924384756, 'baseline'), ({(6213, 3, 1321), (6213, 3, 78), (6213, 2, 729), (6213, 3, 1493)}, 0.01518936916472682, 'baseline')]","[(6213, 2, 729), (23625, 2, 729), (24904, 11, 8038), (6213, 2, 31), (6213, 3, 1744), (24904, 2, 31), (23625, 11, 8038), (6213, 3, 1493), (8038, 3, 1493), (25591, 11, 8038), (25591, 3, 1744)]",0.00011729712423402816,[2]
[6.150736453491845e-07],4.0,1,"(5558, 8, 7393)",0.0007456682506017387,6,"[({(5558, 3, 149), (5558, 3, 220)}, 0.0022093835074295295, 'baseline'), ({(5558, 3, 220)}, 0.0020638666337265093, 'baseline'), ({(5558, 3, 149)}, 0.002032553964319968, 'baseline'), ({(5558, 2, 31)}, 0.0020320789893164158, 'baseline'), ({(5558, 4, 169)}, 0.0019495249028874985, 'baseline'), ({(5558, 3, 5561)}, 0.0019483539964686304, 'baseline'), ({(5558, 1, 65)}, 0.0013857441374824776, 'baseline'), ({(5558, 3, 78)}, -0.00030576675467679877, 'baseline'), ({(5558, 3, 9)}, -0.004403472007723168, 'baseline'), ({(5558, 3, 220), (5558, 2, 31)}, -0.020774819938416556, 'baseline')]","[(24200, 8, 7393), (20749, 8, 7393), (5558, 3, 220), (5558, 3, 149), (20749, 3, 220), (24200, 3, 149)]",6.150736453491845e-07,[4]
[0.99988853931427],1.0,1,"(5593, 10, 7830)",4.969827660517012e-09,12,"[({(5593, 4, 924), (5593, 3, 5600), (5593, 1, 65), (5593, 3, 46)}, 2.2993259759941684e-05, 'baseline'), ({(5593, 4, 924), (5593, 3, 5600), (5593, 1, 65)}, 2.2960314223840853e-05, 'baseline'), ({(5593, 4, 924), (5593, 1, 65), (5593, 3, 46)}, 2.2927194064725657e-05, 'baseline'), ({(5593, 4, 924), (5593, 3, 5601), (5593, 1, 65), (5593, 3, 46)}, 2.2921547921636258e-05, 'baseline'), ({(5593, 4, 924), (5593, 1, 65)}, 2.2871722163930383e-05, 'baseline'), ({(5593, 3, 5600), (5593, 3, 5601), (5593, 1, 65)}, 2.2742908610343204e-05, 'baseline'), ({(5593, 4, 924), (5593, 1, 65), (5593, 3, 78), (5593, 3, 46)}, 2.2165954275303243e-05, 'baseline'), ({(5593, 3, 5600), (5593, 3, 5601), (5593, 3, 78), (5593, 1, 65)}, 2.205425377390799e-05, 'baseline'), ({(5593, 3, 5600), (5593, 1, 65), (5593, 3, 46)}, 2.1987373171591228e-05, 'baseline'), ({(5593, 3, 5601), (5593, 3, 731), (5593, 1, 65), (5593, 3, 46)}, 2.193161023227772e-05, 'baseline')]","[(22259, 3, 5600), (5593, 3, 46), (5593, 3, 5600), (23722, 1, 65), (16704, 10, 7830), (22259, 10, 7830), (5593, 4, 924), (5593, 1, 65), (16427, 4, 924), (23722, 10, 7830), (16427, 10, 7830), (16704, 3, 46)]",0.99988853931427,[1]
[0.9999639987945557],1.0,1,"(6320, 10, 7830)",3.580371910061331e-08,9,"[({(6320, 4, 66), (6320, 5, 6321), (6320, 3, 717)}, 0.0014118642560181326, 'baseline'), ({(6320, 4, 66), (6320, 5, 6321), (6320, 3, 9)}, 0.0014114980132332617, 'baseline'), ({(6320, 4, 66), (6320, 3, 717), (6320, 3, 2599)}, 0.0014100113888337537, 'baseline'), ({(6320, 4, 66), (6320, 5, 6321), (6320, 3, 6)}, 0.0014083003155842416, 'baseline'), ({(6320, 4, 66), (6320, 5, 6321), (6320, 2, 68), (6320, 3, 6)}, 0.001407988555197774, 'baseline'), ({(6320, 4, 66), (6320, 5, 6321), (6320, 3, 9), (6320, 3, 39)}, 0.0014078933274173002, 'baseline'), ({(6320, 4, 66), (6320, 5, 6321), (6320, 3, 85), (6320, 3, 2599)}, 0.0014076418701976811, 'baseline'), ({(6320, 3, 2414), (6320, 2, 68), (6320, 4, 66), (6320, 3, 39)}, 0.0014062399961984487, 'baseline'), ({(6320, 4, 66), (6320, 3, 1267), (6320, 2, 68), (6320, 3, 39)}, 0.0014056256722414315, 'baseline'), ({(6320, 4, 66), (6320, 5, 6321), (6320, 2, 68)}, 0.001405592959520028, 'baseline')]","[(6320, 4, 66), (25794, 10, 7830), (9717, 5, 6321), (18051, 3, 717), (6320, 5, 6321), (18051, 10, 7830), (6320, 3, 717), (9717, 10, 7830), (25794, 4, 66)]",0.9999639987945557,[1]
[2.2381180997399497e-07],9.0,1,"(4870, 8, 7593)",0.00022191622701939195,3,"[({(4870, 2, 888)}, 3.860983693199293e-06, 'baseline'), ({(4870, 2, 888), (4870, 2, 709), (4870, 3, 1074), (4870, 2, 1100)}, -4.596065568866177e-06, 'baseline'), ({(4870, 2, 888), (4870, 3, 1074), (4870, 3, 1019), (4870, 2, 1100)}, -2.061341686910025e-05, 'baseline'), ({(4870, 2, 888), (4870, 3, 20), (4870, 2, 1100), (4870, 3, 4879)}, -2.2864248909050628e-05, 'baseline'), ({(4870, 3, 3987), (4870, 3, 1074)}, -3.5290594986472786e-05, 'baseline'), ({(4870, 2, 888), (4870, 3, 1074), (4870, 2, 1100)}, -3.637052172004252e-05, 'baseline'), ({(4870, 2, 888), (4870, 3, 892), (4870, 2, 30)}, -5.195707812868972e-05, 'baseline'), ({(4870, 2, 888), (4870, 3, 10), (4870, 2, 1100)}, -7.600697024364595e-05, 'baseline'), ({(4870, 3, 538), (4870, 3, 7)}, -9.514931626999574e-05, 'baseline'), ({(4870, 3, 88), (4870, 3, 1074), (4870, 3, 40)}, -0.00010601721045904952, 'baseline')]","[(4870, 2, 888), (12915, 2, 888), (12915, 8, 7593)]",2.2381180997399497e-07,[9]
[0.9997909665107727],1.0,1,"(4882, 10, 7830)",2.7909027977557344e-08,9,"[({(4882, 1, 65), (4882, 2, 1813), (4882, 3, 4883)}, 0.007600230089781199, 'baseline'), ({(4882, 1, 65), (4882, 2, 1813), (4882, 3, 1823), (4882, 3, 756)}, 0.0076001756648325, 'baseline'), ({(4882, 1, 65), (4882, 2, 30), (4882, 3, 1646)}, 0.007599935845806466, 'baseline'), ({(4882, 1, 65), (4882, 3, 1823), (4882, 3, 4883)}, 0.007599719775849328, 'baseline'), ({(4882, 1, 65), (4882, 3, 6)}, 0.007599536302652983, 'baseline'), ({(4882, 1, 65), (4882, 2, 30), (4882, 3, 6)}, 0.007599510225244292, 'baseline'), ({(4882, 1, 65), (4882, 2, 1813), (4882, 3, 1823), (4882, 3, 279)}, 0.007599055733266423, 'baseline'), ({(4882, 1, 65), (4882, 2, 30), (4882, 3, 469)}, 0.0075989421102719565, 'baseline'), ({(4882, 1, 65), (4882, 3, 1823), (4882, 3, 756), (4882, 3, 1646)}, 0.007598783783148815, 'baseline'), ({(4882, 1, 65), (4882, 2, 30), (4882, 3, 4883)}, 0.007598694374891106, 'baseline')]","[(4882, 1, 65), (15839, 10, 7830), (23722, 1, 65), (15839, 3, 4883), (23722, 10, 7830), (23434, 2, 1813), (4882, 2, 1813), (4882, 3, 4883), (23434, 10, 7830)]",0.9997909665107727,[1]
[0.9997995495796204],1.0,1,"(7125, 10, 7830)",9.861518712739326e-09,9,"[({(7125, 3, 113), (7125, 4, 66), (7125, 3, 7133)}, 0.00534920064533811, 'baseline'), ({(7125, 3, 219), (7125, 4, 66), (7125, 3, 7133)}, 0.005324361804375133, 'baseline'), ({(7125, 3, 39), (7125, 4, 66), (7125, 3, 7133)}, 0.005323094265369872, 'baseline'), ({(7125, 2, 1813), (7125, 4, 66), (7125, 3, 219)}, 0.005317362923897342, 'baseline'), ({(7125, 2, 1813), (7125, 4, 66), (7125, 3, 7127)}, 0.005317319151427015, 'baseline'), ({(7125, 4, 66), (7125, 3, 40)}, 0.005303150433761568, 'baseline'), ({(7125, 4, 66), (7125, 3, 0)}, 0.0053008822398983284, 'baseline'), ({(7125, 2, 1813), (7125, 4, 66), (7125, 3, 40)}, 0.005294382552254786, 'baseline'), ({(7125, 3, 10), (7125, 2, 1813), (7125, 4, 66)}, 0.005291252820823756, 'baseline'), ({(7125, 3, 7133), (7125, 4, 66), (7125, 3, 0)}, 0.005288414595422784, 'baseline')]","[(19270, 3, 113), (25794, 10, 7830), (7125, 3, 113), (7125, 3, 7133), (12706, 10, 7830), (19270, 10, 7830), (7125, 4, 66), (12706, 3, 7133), (25794, 4, 66)]",0.9997995495796204,[1]
[0.9988831877708435],1.0,1,"(5269, 10, 7830)",8.774312831860698e-09,12,"[({(5269, 4, 66), (5269, 3, 46), (5269, 3, 733), (5269, 3, 1966)}, 0.008327306184054209, 'baseline'), ({(5269, 4, 66), (5269, 3, 46), (5269, 3, 733), (5269, 3, 5272)}, 0.00831328138751168, 'baseline'), ({(5269, 4, 66), (5269, 3, 5272), (5269, 2, 266), (5269, 3, 663)}, 0.00830890607491693, 'baseline'), ({(5269, 4, 66), (5269, 3, 5275), (5269, 3, 220)}, 0.008305147250368202, 'baseline'), ({(5269, 4, 66), (5269, 2, 266)}, 0.00830407341692524, 'baseline'), ({(5269, 4, 66), (5269, 3, 733), (5269, 2, 266)}, 0.008293592306835356, 'baseline'), ({(5269, 4, 66), (5269, 3, 46), (5269, 3, 663)}, 0.008290932462046615, 'baseline'), ({(5269, 4, 66), (5269, 3, 891), (5269, 3, 733)}, 0.008273545593777574, 'baseline'), ({(5269, 4, 66), (5269, 3, 46), (5269, 3, 733), (5269, 3, 5275)}, 0.008272501621516144, 'baseline'), ({(5269, 4, 66), (5269, 3, 46), (5269, 3, 663), (5269, 3, 506)}, 0.00827246064262189, 'baseline')]","[(5269, 3, 1966), (25794, 10, 7830), (5269, 4, 66), (5269, 3, 46), (16704, 10, 7830), (25455, 3, 1966), (25455, 10, 7830), (5269, 3, 733), (21941, 10, 7830), (21941, 3, 733), (16704, 3, 46), (25794, 4, 66)]",0.9988831877708435,[1]
[0.9989936947822571],1.0,1,"(6383, 10, 7830)",3.598073616828401e-09,12,"[({(6383, 3, 10), (6383, 3, 6386), (6383, 3, 748), (6383, 3, 733)}, 2.8836770664750153e-06, 'baseline'), ({(6383, 3, 476), (6383, 3, 10), (6383, 3, 2542)}, 2.8659819375351298e-06, 'baseline'), ({(6383, 3, 40), (6383, 3, 6386)}, 2.8613835322552426e-06, 'baseline'), ({(6383, 3, 730), (6383, 3, 303), (6383, 3, 7), (6383, 3, 1526)}, 2.853234459757656e-06, 'baseline'), ({(6383, 3, 56), (6383, 3, 7), (6383, 3, 2542)}, 2.8479957702189663e-06, 'baseline'), ({(6383, 3, 7)}, 2.8463077481314086e-06, 'baseline'), ({(6383, 3, 3058), (6383, 2, 728)}, 2.846016709886679e-06, 'baseline'), ({(6383, 3, 10), (6383, 3, 40)}, 2.8414183046986e-06, 'baseline'), ({(6383, 3, 10), (6383, 3, 2542), (6383, 3, 1526), (6383, 3, 2539)}, 2.8191829781357086e-06, 'baseline'), ({(6383, 2, 68), (6383, 3, 6389), (6383, 3, 7)}, 2.6479360396852578e-06, 'baseline')]","[(24725, 3, 748), (19947, 3, 6386), (6383, 3, 10), (24904, 3, 10), (6383, 3, 733), (24904, 10, 7830), (24725, 10, 7830), (6383, 3, 748), (21941, 3, 733), (6383, 3, 6386), (21941, 10, 7830), (19947, 10, 7830)]",0.9989936947822571,[1]
[0.999794065952301],1.0,1,"(5380, 10, 7830)",9.406750933749208e-09,12,"[({(5380, 3, 2127), (5380, 4, 66), (5380, 3, 2416), (5380, 3, 476)}, 0.0007485177947195488, 'baseline'), ({(5380, 3, 2416), (5380, 4, 66), (5380, 2, 172), (5380, 3, 476)}, 0.0007461437367299956, 'baseline'), ({(5380, 3, 5382), (5380, 4, 66), (5380, 3, 2416)}, 0.0007416668684943704, 'baseline'), ({(5380, 3, 3454), (5380, 3, 40), (5380, 4, 66), (5380, 2, 172)}, 0.0007394566650988239, 'baseline'), ({(5380, 3, 3454), (5380, 2, 728), (5380, 4, 66), (5380, 3, 1745)}, 0.0007354929556822659, 'baseline'), ({(5380, 3, 40), (5380, 3, 3454), (5380, 2, 728), (5380, 4, 66)}, 0.0007330672092945392, 'baseline'), ({(5380, 3, 40), (5380, 3, 2127), (5380, 4, 66)}, 0.0007317663843139432, 'baseline'), ({(5380, 3, 2127), (5380, 4, 66), (5380, 3, 1745), (5380, 3, 2416)}, 0.0007297198026830379, 'baseline'), ({(5380, 3, 2127), (5380, 3, 220), (5380, 4, 66), (5380, 3, 9)}, 0.0007295379037184726, 'baseline'), ({(5380, 3, 6), (5380, 3, 2416)}, 0.0007270758357507131, 'baseline')]","[(5380, 3, 2127), (25794, 10, 7830), (5380, 3, 2416), (21725, 3, 2416), (24904, 3, 476), (25264, 10, 7830), (25264, 3, 2127), (24904, 10, 7830), (5380, 3, 476), (5380, 4, 66), (21725, 10, 7830), (25794, 4, 66)]",0.999794065952301,[1]
[0.9998598098754883],1.0,1,"(7097, 10, 7830)",3.679509363863076e-09,12,"[({(7097, 3, 7100), (7097, 3, 1074), (7097, 3, 2173), (7097, 4, 66)}, 0.08969704343995719, 'baseline'), ({(7097, 3, 733), (7097, 3, 1855), (7097, 3, 2173), (7097, 4, 66)}, 0.08965548412978062, 'baseline'), ({(7097, 3, 733), (7097, 3, 9), (7097, 4, 66), (7097, 3, 732)}, 0.08965201958400291, 'baseline'), ({(7097, 3, 733), (7097, 4, 66), (7097, 3, 732)}, 0.08960147487288761, 'baseline'), ({(7097, 3, 733), (7097, 3, 7100), (7097, 3, 1855), (7097, 4, 66)}, 0.08956805153757602, 'baseline'), ({(7097, 3, 7100), (7097, 3, 9), (7097, 3, 1074), (7097, 4, 66)}, 0.08953190135372961, 'baseline'), ({(7097, 4, 66), (7097, 3, 9), (7097, 3, 1855), (7097, 3, 1074)}, 0.08949730825370307, 'baseline'), ({(7097, 3, 733), (7097, 3, 9), (7097, 3, 10), (7097, 4, 66)}, 0.08944610045512297, 'baseline'), ({(7097, 3, 733), (7097, 3, 7100), (7097, 3, 2173), (7097, 4, 66)}, 0.08943625819651115, 'baseline'), ({(7097, 3, 733), (7097, 3, 1074), (7097, 3, 2173), (7097, 4, 66)}, 0.08943493948781191, 'baseline')]","[(22861, 3, 7100), (25794, 10, 7830), (13576, 10, 7830), (7097, 3, 1074), (25743, 10, 7830), (25743, 3, 1074), (7097, 3, 7100), (7097, 3, 2173), (7097, 4, 66), (22861, 10, 7830), (13576, 3, 2173), (25794, 4, 66)]",0.9998598098754883,[1]
[0.999921441078186],1.0,1,"(5665, 10, 7830)",1.1674138988837512e-07,9,"[({(5665, 3, 9), (5665, 2, 30), (5665, 2, 69)}, 5.996522791586709e-08, 'baseline'), ({(5665, 3, 111), (5665, 3, 4549)}, 5.984881258706607e-08, 'baseline'), ({(5665, 3, 40), (5665, 2, 30), (5665, 3, 86), (5665, 3, 5666)}, 5.979060492267064e-08, 'baseline'), ({(5665, 3, 111), (5665, 3, 40), (5665, 3, 86), (5665, 3, 744)}, 5.973239725827859e-08, 'baseline'), ({(5665, 2, 30), (5665, 3, 74), (5665, 3, 5666)}, 5.967418959388993e-08, 'baseline'), ({(5665, 3, 744), (5665, 3, 86), (5665, 3, 717)}, 5.967418959388993e-08, 'baseline'), ({(5665, 2, 30), (5665, 3, 40), (5665, 3, 476), (5665, 2, 69)}, 5.949956660074429e-08, 'baseline'), ({(5665, 3, 4549), (5665, 2, 30), (5665, 2, 69)}, 5.949956660074429e-08, 'baseline'), ({(5665, 2, 30), (5665, 3, 74), (5665, 3, 476), (5665, 3, 37)}, 5.9324943607629145e-08, 'baseline'), ({(5665, 3, 10), (5665, 2, 30), (5665, 3, 74), (5665, 3, 9)}, 5.466833069118509e-08, 'baseline')]","[(5665, 2, 30), (25794, 10, 7830), (22917, 10, 7830), (24904, 10, 7830), (24904, 3, 9), (22917, 2, 69), (5665, 3, 9), (5665, 2, 69), (25794, 2, 30)]",0.999921441078186,[1]
[0.008037162944674492],1.0,1,"(6976, 11, 7956)",1.3795589438814204e-05,6,"[({(6976, 3, 220), (6976, 2, 68)}, 0.3792866286890365, 'baseline'), ({(6976, 3, 220)}, 0.2983614615275736, 'baseline'), ({(6976, 3, 9)}, 0.10696850257227523, 'baseline'), ({(6976, 3, 74)}, 0.03857819267600877, 'baseline'), ({(6976, 3, 2883)}, 0.038198213040377925, 'baseline'), ({(6976, 2, 172), (6976, 3, 220)}, 0.037025610892160575, 'baseline'), ({(6976, 3, 1630)}, 0.025827328634900143, 'baseline'), ({(6976, 3, 1810)}, 0.021875719473171757, 'baseline'), ({(6976, 3, 1630), (6976, 3, 220)}, 0.007591824025590372, 'baseline'), ({(6976, 3, 1630), (6976, 3, 6981), (6976, 3, 220)}, -0.01192994884909811, 'baseline')]","[(17218, 11, 7956), (24242, 2, 68), (6976, 2, 68), (24242, 11, 7956), (17218, 3, 220), (6976, 3, 220)]",0.008037162944674492,[1]
[0.999748170375824],1.0,1,"(5627, 10, 7830)",2.871291258088604e-07,11,"[({(5627, 3, 7), (5627, 3, 3863), (5627, 3, 40), (5627, 3, 1407)}, 0.00029244903885864906, 'baseline'), ({(5627, 3, 666), (5627, 2, 27), (5627, 3, 3863), (5627, 3, 58)}, 0.00029231073745334134, 'baseline'), ({(5627, 3, 260), (5627, 3, 666), (5627, 3, 58), (5627, 2, 30)}, 0.0002916268556307984, 'baseline'), ({(5627, 3, 41), (5627, 3, 5630), (5627, 3, 40)}, 0.000290833485195777, 'baseline'), ({(5627, 3, 41), (5627, 3, 1407), (5627, 3, 40), (5627, 2, 30)}, 0.0002906700962879998, 'baseline'), ({(5627, 3, 278), (5627, 3, 2042), (5627, 3, 1407)}, 0.00029062952554763686, 'baseline'), ({(5627, 3, 260), (5627, 3, 666), (5627, 2, 27), (5627, 3, 58)}, 0.00029058953688367484, 'baseline'), ({(5627, 3, 6), (5627, 3, 1407), (5627, 2, 30)}, 0.00029030740434529397, 'baseline'), ({(5627, 2, 27), (5627, 3, 3863), (5627, 3, 5630)}, 0.0002903072297222504, 'baseline'), ({(5627, 3, 41), (5627, 3, 58), (5627, 3, 5632), (5627, 2, 29)}, 0.0002902288822091043, 'baseline')]","[(24904, 3, 7), (17452, 3, 1407), (5627, 3, 40), (17452, 10, 7830), (24904, 10, 7830), (5627, 3, 7), (23470, 10, 7830), (23470, 3, 3863), (5627, 3, 3863), (24904, 3, 40), (5627, 3, 1407)]",0.999748170375824,[1]
[0.9997405409812927],1.0,1,"(5586, 10, 7830)",9.579575355189718e-09,12,"[({(5586, 1, 65), (5586, 3, 506), (5586, 3, 88), (5586, 3, 2417)}, 0.007430613481130614, 'baseline'), ({(5586, 1, 65), (5586, 3, 146), (5586, 3, 149)}, 0.007430338271511123, 'baseline'), ({(5586, 1, 65), (5586, 3, 506)}, 0.007430275406369563, 'baseline'), ({(5586, 1, 65), (5586, 3, 9), (5586, 3, 2417)}, 0.0074301743564755785, 'baseline'), ({(5586, 1, 65), (5586, 3, 7), (5586, 3, 149), (5586, 3, 2417)}, 0.0074301659744567304, 'baseline'), ({(5586, 1, 65), (5586, 3, 146), (5586, 3, 747), (5586, 3, 10)}, 0.0074301422254033, 'baseline'), ({(5586, 1, 65), (5586, 3, 1903)}, 0.0074301412940678, 'baseline'), ({(5586, 1, 65), (5586, 3, 506), (5586, 3, 2417)}, 0.007430112422669504, 'baseline'), ({(5586, 1, 65), (5586, 3, 732), (5586, 3, 506), (5586, 3, 10)}, 0.007429915910894132, 'baseline'), ({(5586, 1, 65), (5586, 2, 68), (5586, 3, 88), (5586, 3, 10)}, 0.007429883779821881, 'baseline')]","[(25450, 10, 7830), (5586, 3, 88), (5586, 1, 65), (23722, 1, 65), (5586, 3, 506), (25501, 10, 7830), (13155, 3, 88), (25450, 3, 2417), (13155, 10, 7830), (5586, 3, 2417), (23722, 10, 7830), (25501, 3, 506)]",0.9997405409812927,[1]
[0.0001710432698018849],3.0,1,"(5586, 12, 4492)",0.07337050884962082,11,"[({(5586, 2, 728), (5586, 3, 279), (5586, 2, 68), (5586, 3, 10)}, 0.03954415298818239, 'baseline'), ({(5586, 3, 279)}, 0.03938209542840156, 'baseline'), ({(5586, 3, 6), (5586, 2, 728), (5586, 2, 68)}, 0.03910488912028964, 'baseline'), ({(5586, 3, 6)}, 0.03907655084054952, 'baseline'), ({(5586, 2, 728), (5586, 3, 279), (5586, 2, 68)}, 0.03880615066276388, 'baseline'), ({(5586, 3, 6), (5586, 3, 88), (5586, 2, 68)}, 0.03856177532919077, 'baseline'), ({(5586, 3, 6), (5586, 2, 728), (5586, 3, 279), (5586, 2, 68)}, 0.038186780147221495, 'baseline'), ({(5586, 3, 6), (5586, 2, 728), (5586, 3, 279), (5586, 3, 10)}, 0.038044298979294774, 'baseline'), ({(5586, 2, 68)}, 0.03787481313384217, 'baseline'), ({(5586, 3, 6), (5586, 3, 88), (5586, 3, 10)}, 0.03772689305611554, 'baseline')]","[(5586, 2, 728), (4492, 3, 279), (5586, 2, 68), (5586, 3, 10), (24771, 12, 4492), (18099, 3, 10), (25622, 12, 4492), (25622, 2, 728), (18099, 12, 4492), (5586, 3, 279), (24771, 2, 68)]",0.0001710432698018849,[3]
[2.2264277959038736e-06],3.0,1,"(6900, 8, 7393)",0.00042496295645833015,3,"[({(6900, 3, 4052)}, 0.0011979439095581282, 'baseline'), ({(6900, 2, 2270)}, 0.0011794813643165912, 'baseline'), ({(6900, 3, 6902)}, 0.0010327154753953934, 'baseline'), ({(6900, 3, 4047)}, 0.0008957164375818782, 'baseline'), ({(6900, 4, 906)}, 0.0008437611427371524, 'baseline'), ({(6900, 3, 40)}, 0.0007766171396572109, 'baseline'), ({(6900, 2, 31)}, 0.0006704356420203262, 'baseline'), ({(6900, 3, 78)}, 0.0005858784123955376, 'baseline'), ({(6900, 1, 168)}, 0.00034747745695253826, 'baseline'), ({(6900, 3, 9)}, 0.00033888297915037464, 'baseline'), ({(6900, 3, 939)}, 0.0001629887382132, 'baseline'), ({(6900, 3, 5846)}, 0.00014355785673292413, 'baseline'), ({(6900, 3, 741)}, -0.00011029040948199434, 'baseline'), ({(6900, 3, 41)}, -0.0006414441847636514, 'baseline'), ({(6900, 2, 68)}, -0.001010868540271107, 'baseline'), ({(6900, 3, 297)}, -0.0011699528606792505, 'baseline'), ({(6900, 3, 10)}, -0.0012127538420525841, 'baseline'), ({(6900, 3, 4045)}, -0.0012918876537625654, 'baseline'), ({(6900, 3, 293)}, -0.0028992332922158663, 'baseline')]","[(23480, 8, 7393), (23480, 3, 4052), (6900, 3, 4052)]",2.2264277959038736e-06,[3]
[0.999862551689148],1.0,1,"(5645, 10, 7830)",4.1949319573575394e-09,9,"[({(5645, 3, 5661), (5645, 3, 20), (5645, 1, 65)}, 0.0002948266472354053, 'baseline'), ({(5645, 3, 5648), (5645, 2, 266), (5645, 2, 30), (5645, 1, 65)}, 0.00029474341027839446, 'baseline'), ({(5645, 3, 254), (5645, 3, 75), (5645, 3, 2085), (5645, 1, 65)}, 0.0002942719282148641, 'baseline'), ({(5645, 2, 266), (5645, 3, 5651), (5645, 1, 65)}, 0.0002938566747527613, 'baseline'), ({(5645, 2, 266), (5645, 3, 75), (5645, 3, 5651), (5645, 1, 65)}, 0.00029383927066176373, 'baseline'), ({(5645, 3, 5648), (5645, 3, 10), (5645, 1, 65)}, 0.0002936752414699743, 'baseline'), ({(5645, 3, 108), (5645, 2, 30), (5645, 1, 65)}, 0.00029360766237400654, 'baseline'), ({(5645, 3, 5654), (5645, 3, 75), (5645, 2, 30), (5645, 1, 65)}, 0.00029358111968008887, 'baseline'), ({(5645, 2, 266), (5645, 3, 254), (5645, 3, 5654), (5645, 1, 65)}, 0.000293544856306582, 'baseline'), ({(5645, 2, 266), (5645, 3, 108), (5645, 3, 10), (5645, 1, 65)}, 0.00029351394803800484, 'baseline')]","[(14173, 10, 7830), (5645, 3, 5661), (5645, 3, 20), (23722, 1, 65), (23722, 10, 7830), (14173, 3, 5661), (16427, 3, 20), (16427, 10, 7830), (5645, 1, 65)]",0.999862551689148,[1]
[3.336025201861048e-06],3.0,1,"(5844, 8, 7427)",0.0008862688555382192,12,"[({(5844, 3, 276), (5844, 3, 2275), (5844, 3, 10), (5844, 5, 5845)}, 0.0006797744219936952, 'baseline'), ({(5844, 3, 2275), (5844, 3, 1151), (5844, 5, 5845)}, 0.0006738594170220657, 'baseline'), ({(5844, 3, 276), (5844, 5, 5845)}, 0.0006605331208187344, 'baseline'), ({(5844, 3, 2275)}, 0.0006541562962536962, 'baseline'), ({(5844, 3, 276), (5844, 3, 1151), (5844, 5, 5845)}, 0.0006464698574022001, 'baseline'), ({(5844, 3, 276), (5844, 3, 666)}, 0.0006446803208884755, 'baseline'), ({(5844, 3, 276), (5844, 3, 2275), (5844, 3, 10)}, 0.0006329072963988497, 'baseline'), ({(5844, 3, 276), (5844, 3, 2275), (5844, 3, 1151), (5844, 5, 5845)}, 0.0005967415344784223, 'baseline'), ({(5844, 3, 276), (5844, 3, 2275), (5844, 3, 1151), (5844, 3, 10)}, 0.000578336969000934, 'baseline'), ({(5844, 2, 2270), (5844, 3, 2275), (5844, 5, 5845)}, 0.0005758090682847014, 'baseline')]","[(5844, 3, 276), (5844, 3, 2275), (5844, 5, 5845), (25498, 3, 2275), (24904, 3, 10), (8416, 5, 5845), (7426, 3, 276), (25498, 8, 7427), (8416, 8, 7427), (24904, 8, 7427), (7426, 8, 7427), (5844, 3, 10)]",3.336025201861048e-06,[3]
