new_scores,new_rank,original_rank,prediction,original_score,exp_length,facts,exp,new_score,new_ranks
[1.8545418356552545e-07],5.0,1,"(5110, 8, 7408)",0.00016445291112177074,9,"[({(5110, 2, 788), (5110, 4, 1893), (5110, 3, 2039)}, 0.11076797089256317, 'baseline'), ({(5110, 3, 39), (5110, 3, 2031)}, 0.10989807830851302, 'baseline'), ({(5110, 3, 2040), (5110, 3, 39), (5110, 3, 2039)}, 0.10953560756792258, 'baseline'), ({(5110, 2, 788)}, 0.10942696320910933, 'baseline'), ({(5110, 3, 39)}, 0.10931368456996976, 'baseline'), ({(5110, 3, 2040), (5110, 3, 39)}, 0.10903537558464298, 'baseline'), ({(5110, 3, 2039)}, 0.10709537849215357, 'baseline'), ({(5110, 2, 788), (5110, 4, 1893)}, 0.10622225243691413, 'baseline'), ({(5110, 3, 39), (5110, 3, 2031), (5110, 3, 2039)}, 0.10137955384167827, 'baseline'), ({(5110, 2, 788), (5110, 2, 30), (5110, 3, 39), (5110, 3, 2039)}, 0.09841587679650188, 'baseline')]","[(24786, 4, 1893), (24786, 8, 7408), (5110, 3, 2039), (5110, 4, 1893), (24918, 2, 788), (25514, 3, 2039), (5110, 2, 788), (24918, 8, 7408), (25514, 8, 7408)]",1.8545418356552545e-07,[5]
[0.017736706882715225],1.0,1,"(7177, 11, 7956)",5.2181261708028615e-05,12,"[({(7177, 3, 370), (7177, 2, 30), (7177, 4, 169), (7177, 2, 27)}, 0.22294887480401734, 'baseline'), ({(7177, 2, 27), (7177, 2, 31), (7177, 4, 169), (7177, 3, 7180)}, 0.22256575106465049, 'baseline'), ({(7177, 2, 27), (7177, 4, 169), (7177, 3, 7180)}, 0.22233789738453572, 'baseline'), ({(7177, 3, 84), (7177, 4, 169), (7177, 3, 7180)}, 0.22232937393150073, 'baseline'), ({(7177, 3, 370), (7177, 2, 31), (7177, 4, 169)}, 0.22232269817413725, 'baseline'), ({(7177, 3, 370), (7177, 2, 31), (7177, 4, 169), (7177, 2, 27)}, 0.22229824536662363, 'baseline'), ({(7177, 3, 370), (7177, 4, 169), (7177, 2, 27)}, 0.22112032352304253, 'baseline'), ({(7177, 2, 31), (7177, 4, 169), (7177, 3, 7180)}, 0.22020686739341777, 'baseline'), ({(7177, 2, 30), (7177, 2, 31), (7177, 4, 169), (7177, 3, 7180)}, 0.219056527552188, 'baseline'), ({(7177, 2, 30), (7177, 2, 27), (7177, 4, 169), (7177, 3, 7180)}, 0.21411579420947244, 'baseline')]","[(22870, 2, 30), (23697, 3, 370), (7177, 4, 169), (7177, 2, 27), (24656, 4, 169), (7177, 2, 30), (23697, 11, 7956), (7177, 3, 370), (24656, 11, 7956), (22977, 2, 27), (22977, 11, 7956), (22870, 11, 7956)]",0.017736706882715225,[1]
[1.8242584701511078e-05],12.0,1,"(7536, 12, 4492)",0.00012008265184704214,3,"[({(7536, 3, 1077)}, 0.0686858175286437, 'baseline'), ({(7536, 3, 506)}, 0.06827172919005595, 'baseline'), ({(7536, 2, 729)}, 0.06702284796663777, 'baseline'), ({(7536, 2, 728)}, 0.06641379277206347, 'baseline'), ({(7536, 1, 65)}, 0.06614750158266046, 'baseline'), ({(7536, 2, 68)}, 0.06592426728838956, 'baseline'), ({(7536, 8, 7537)}, 0.06589054598018208, 'baseline'), ({(7536, 3, 733)}, 0.06537956276713934, 'baseline'), ({(7536, 3, 1839)}, 0.06371388118258664, 'baseline'), ({(7536, 8, 7393)}, 0.06334842274684443, 'baseline'), ({(7536, 3, 1321)}, 0.0631344272006173, 'baseline'), ({(7536, 3, 37)}, 0.0630239723211229, 'baseline'), ({(7536, 3, 651)}, 0.06201225052978801, 'baseline'), ({(7536, 3, 7542)}, 0.05455416715744877, 'baseline'), ({(7536, 3, 732)}, 0.042438539637542044, 'baseline'), ({(7536, 8, 7409)}, 0.02358767668110254, 'baseline'), ({(7536, 2, 30)}, 0.008151939997947848, 'baseline'), ({(7536, 3, 1493)}, -0.12234936366277147, 'baseline')]","[(7536, 3, 1077), (8048, 3, 1077), (8048, 12, 4492)]",1.8242584701511078e-05,[12]
[0.9990574717521667],1.0,1,"(7182, 10, 7830)",5.526598068072985e-10,12,"[({(7182, 2, 31), (7182, 3, 1870), (7182, 1, 6071), (7182, 2, 266)}, 6.327412528533127e-05, 'baseline'), ({(7182, 3, 7), (7182, 3, 695), (7182, 1, 6071), (7182, 2, 266)}, 6.324461400117094e-05, 'baseline'), ({(7182, 3, 7184), (7182, 1, 6071), (7182, 3, 4735), (7182, 2, 266)}, 6.323553360604909e-05, 'baseline'), ({(7182, 3, 20), (7182, 1, 6071), (7182, 2, 266)}, 6.321911904569202e-05, 'baseline'), ({(7182, 3, 7), (7182, 3, 1870), (7182, 1, 6071), (7182, 3, 4735)}, 6.320479996105233e-05, 'baseline'), ({(7182, 3, 20), (7182, 3, 3179), (7182, 1, 6071), (7182, 3, 1180)}, 6.319327484414449e-05, 'baseline'), ({(7182, 3, 694), (7182, 3, 695), (7182, 1, 6071), (7182, 3, 1814)}, 6.317069027167571e-05, 'baseline'), ({(7182, 3, 20), (7182, 2, 31), (7182, 3, 695), (7182, 1, 6071)}, 6.315037579818022e-05, 'baseline'), ({(7182, 3, 20), (7182, 2, 31), (7182, 1, 6071), (7182, 2, 1813)}, 6.31410625723364e-05, 'baseline'), ({(7182, 3, 1), (7182, 1, 6071), (7182, 3, 1180), (7182, 2, 266)}, 6.313372840697882e-05, 'baseline')]","[(7182, 1, 6071), (7182, 2, 266), (7182, 2, 31), (20934, 10, 7830), (7182, 3, 1870), (23434, 3, 1870), (16427, 2, 266), (23722, 10, 7830), (20934, 1, 6071), (16427, 10, 7830), (23722, 2, 31), (23434, 10, 7830)]",0.9990574717521667,[1]
[4.549860932456795e-06],5.0,1,"(5234, 8, 7567)",0.07745267450809479,3,"[({(5234, 3, 5239)}, 0.0300660943282016, 'baseline'), ({(5234, 3, 220)}, 0.03003815463004315, 'baseline'), ({(5234, 3, 7)}, 0.029770250388337097, 'baseline'), ({(5234, 3, 1510)}, 0.029753318978674368, 'baseline'), ({(5234, 2, 31)}, 0.029726770648691177, 'baseline'), ({(5234, 2, 709)}, 0.029609781678278532, 'baseline'), ({(5234, 3, 9)}, 0.029500028997926392, 'baseline'), ({(5234, 3, 10)}, 0.027748937701911933, 'baseline'), ({(5234, 3, 504)}, 0.027430360165598137, 'baseline'), ({(5234, 3, 40)}, 0.021581529600991523, 'baseline'), ({(5234, 3, 2286)}, 0.02150250871490201, 'baseline'), ({(5234, 3, 177)}, 0.020686435462209357, 'baseline'), ({(5234, 4, 924)}, 0.015504083572214071, 'baseline'), ({(5234, 3, 5247)}, 0.0104752303331583, 'baseline'), ({(5234, 3, 5245)}, 0.009444306557314054, 'baseline'), ({(5234, 3, 6)}, 0.0032430393054196116, 'baseline'), ({(5234, 3, 5241)}, -0.05549428332356346, 'baseline'), ({(5234, 2, 4264)}, -0.0588747831340615, 'baseline'), ({(5234, 3, 5236)}, -0.07628872708335838, 'baseline'), ({(5234, 2, 68)}, -0.09026291682311287, 'baseline')]","[(16852, 3, 5239), (16852, 8, 7567), (5234, 3, 5239)]",4.549860932456795e-06,[5]
[1.5746493886581447e-08],12.0,1,"(5110, 8, 7593)",0.00010146859858650714,3,"[({(5110, 2, 788)}, 0.09071252778320459, 'baseline'), ({(5110, 4, 1893), (5110, 3, 5115)}, 0.09022390381682756, 'baseline'), ({(5110, 2, 788), (5110, 3, 2030), (5110, 3, 39), (5110, 3, 5115)}, 0.08938032670212005, 'baseline'), ({(5110, 3, 39), (5110, 3, 276)}, 0.08849723921875029, 'baseline'), ({(5110, 2, 788), (5110, 3, 39), (5110, 4, 1893)}, 0.08825540823004542, 'baseline'), ({(5110, 3, 39), (5110, 3, 5115)}, 0.0868647052503472, 'baseline'), ({(5110, 2, 788), (5110, 3, 39), (5110, 3, 277), (5110, 3, 5115)}, 0.0868031857606689, 'baseline'), ({(5110, 2, 788), (5110, 3, 2031)}, 0.08676388396532742, 'baseline'), ({(5110, 3, 5115)}, 0.08331898135635966, 'baseline'), ({(5110, 2, 788), (5110, 3, 39), (5110, 2, 2028), (5110, 3, 5115)}, 0.07217274140463598, 'baseline')]","[(5110, 2, 788), (25172, 8, 7593), (25172, 2, 788)]",1.5746493886581447e-08,[12]
[0.9998898506164551],1.0,1,"(7365, 10, 7830)",4.245953633130739e-08,12,"[({(7365, 3, 276), (7365, 3, 7), (7365, 3, 2460), (7365, 3, 346)}, 5.624904268347686e-05, 'baseline'), ({(7365, 3, 117), (7365, 3, 7381), (7365, 2, 171), (7365, 3, 7372)}, 5.5950495590412795e-05, 'baseline'), ({(7365, 3, 276), (7365, 3, 120), (7365, 3, 7372), (7365, 3, 7381)}, 5.5765511643886024e-05, 'baseline'), ({(7365, 3, 276), (7365, 3, 1008), (7365, 3, 7), (7365, 3, 279)}, 5.5655033503286694e-05, 'baseline'), ({(7365, 3, 6002), (7365, 3, 5316), (7365, 3, 1008), (7365, 3, 1270)}, 5.562074919091803e-05, 'baseline'), ({(7365, 3, 1270), (7365, 2, 171), (7365, 3, 7372), (7365, 3, 7378)}, 5.557540542320467e-05, 'baseline'), ({(7365, 3, 6002), (7365, 3, 5316), (7365, 3, 120), (7365, 3, 346)}, 5.530677706776229e-05, 'baseline'), ({(7365, 3, 669), (7365, 3, 5316), (7365, 3, 1008), (7365, 3, 7372)}, 5.525991990074982e-05, 'baseline'), ({(7365, 3, 117), (7365, 3, 120), (7365, 3, 279), (7365, 3, 7210)}, 5.519728845744407e-05, 'baseline'), ({(7365, 3, 7369), (7365, 3, 7), (7365, 3, 1993), (7365, 3, 7372)}, 5.510811432093169e-05, 'baseline')]","[(24905, 3, 346), (7365, 3, 276), (24904, 3, 7), (24095, 3, 276), (24801, 3, 2460), (7365, 3, 346), (24904, 10, 7830), (24905, 10, 7830), (7365, 3, 2460), (24801, 10, 7830), (7365, 3, 7), (24095, 10, 7830)]",0.9998898506164551,[1]
[9.535770004731603e-07],3.0,1,"(6383, 8, 7429)",4.635970981325954e-05,3,"[({(6383, 2, 68)}, 1.1147462513558195e-06, 'baseline'), ({(6383, 3, 3058)}, -5.405050021215151e-07, 'baseline'), ({(6383, 3, 730)}, -1.183059370982368e-06, 'baseline'), ({(6383, 3, 220)}, -5.765457476526378e-06, 'baseline'), ({(6383, 3, 2417)}, -1.2109685062416195e-05, 'baseline'), ({(6383, 3, 1526)}, -2.4823926229260058e-05, 'baseline'), ({(6383, 3, 733)}, -2.849095065994597e-05, 'baseline'), ({(6383, 3, 6386)}, -3.4979707869529484e-05, 'baseline'), ({(6383, 3, 303)}, -3.756657273692509e-05, 'baseline'), ({(6383, 2, 728)}, -5.073244714992088e-05, 'baseline'), ({(6383, 3, 6389)}, -5.775333879929382e-05, 'baseline'), ({(6383, 3, 2539)}, -0.00011096387212112746, 'baseline'), ({(6383, 3, 476)}, -0.0001252438412075936, 'baseline'), ({(6383, 3, 10)}, -0.00013111600468766358, 'baseline'), ({(6383, 3, 2542)}, -0.00016711162239747672, 'baseline'), ({(6383, 3, 40)}, -0.00018133507190338372, 'baseline'), ({(6383, 3, 7)}, -0.0002049860671143291, 'baseline'), ({(6383, 3, 56)}, -0.00022751633206476683, 'baseline'), ({(6383, 3, 748)}, -0.0005454461228543084, 'baseline'), ({(6383, 3, 751)}, -0.0006290890836194602, 'baseline')]","[(6383, 2, 68), (16617, 2, 68), (16617, 8, 7429)]",9.535770004731603e-07,[3]
[1.4117998034635093e-05],3.0,1,"(5849, 8, 7410)",0.013211838901042938,3,"[({(5849, 3, 5076)}, 0.00044406975620313256, 'baseline'), ({(5849, 3, 1328), (5849, 3, 91), (5849, 3, 5076), (5849, 3, 5077)}, 0.0003463307077904424, 'baseline'), ({(5849, 3, 1328), (5849, 3, 5076), (5849, 3, 5077)}, 0.0003143799979738263, 'baseline'), ({(5849, 3, 5076), (5849, 2, 68)}, 0.0002872304309099217, 'baseline'), ({(5849, 3, 1328)}, 0.00027885906315724274, 'baseline'), ({(5849, 3, 1328), (5849, 3, 91), (5849, 3, 5076), (5849, 2, 1188)}, -3.501771747228681e-05, 'baseline'), ({(5849, 3, 1328), (5849, 3, 91), (5849, 3, 418), (5849, 3, 5076)}, -0.00033005931511939554, 'baseline'), ({(5849, 3, 1328), (5849, 3, 5076), (5849, 3, 220)}, -0.0006543446917983357, 'baseline'), ({(5849, 3, 1328), (5849, 3, 91), (5849, 3, 5076), (5849, 3, 220)}, -0.0020098507188109124, 'baseline'), ({(5849, 3, 418), (5849, 3, 5076)}, -0.004960951896016276, 'baseline')]","[(5849, 3, 5076), (23355, 8, 7410), (23355, 3, 5076)]",1.4117998034635093e-05,[3]
[0.9997652173042297],1.0,1,"(6004, 10, 7830)",3.285558847210268e-08,12,"[({(6004, 1, 2548), (6004, 3, 1926), (6004, 3, 40), (6004, 4, 66)}, 0.002171659775629103, 'baseline'), ({(6004, 1, 2548), (6004, 3, 1926), (6004, 4, 66), (6004, 3, 928)}, 0.002171655351841785, 'baseline'), ({(6004, 1, 2548), (6004, 3, 930), (6004, 3, 39), (6004, 4, 66)}, 0.002171642546141308, 'baseline'), ({(6004, 1, 2548), (6004, 3, 40), (6004, 3, 39), (6004, 4, 66)}, 0.002171576654991393, 'baseline'), ({(6004, 1, 2548), (6004, 4, 66), (6004, 3, 39), (6004, 3, 78)}, 0.0021715217068947225, 'baseline'), ({(6004, 1, 2548), (6004, 3, 914), (6004, 3, 937), (6004, 4, 66)}, 0.0021715033132521755, 'baseline'), ({(6004, 1, 2548), (6004, 3, 937), (6004, 3, 78), (6004, 4, 66)}, 0.0021714700184309083, 'baseline'), ({(6004, 1, 2548), (6004, 3, 39), (6004, 4, 66)}, 0.002171456514237669, 'baseline'), ({(6004, 1, 2548), (6004, 4, 66), (6004, 3, 39), (6004, 3, 928)}, 0.0021714439413680346, 'baseline'), ({(6004, 1, 2548), (6004, 4, 66)}, 0.002171442311551711, 'baseline')]","[(6004, 3, 1926), (25794, 10, 7830), (21590, 10, 7830), (17452, 10, 7830), (6004, 3, 40), (24904, 10, 7830), (17452, 1, 2548), (6004, 4, 66), (6004, 1, 2548), (21590, 3, 1926), (24904, 3, 40), (25794, 4, 66)]",0.9997652173042297,[1]
[9.910480912367348e-06],3.0,1,"(5781, 8, 7410)",0.026959797367453575,9,"[({(5781, 2, 1166), (5781, 2, 31), (5781, 1, 65)}, 0.019533689101868264, 'baseline'), ({(5781, 3, 284), (5781, 1, 65)}, 0.01925070673526874, 'baseline'), ({(5781, 2, 31), (5781, 1, 65)}, 0.019179730609977543, 'baseline'), ({(5781, 3, 5783), (5781, 1, 65)}, 0.01821709698344448, 'baseline'), ({(5781, 1, 65)}, 0.01819218041047938, 'baseline'), ({(5781, 1, 65), (5781, 3, 5787)}, 0.017484967537759855, 'baseline'), ({(5781, 3, 1842), (5781, 1, 65)}, 0.017207990344736537, 'baseline'), ({(5781, 3, 284)}, 0.016800363479913948, 'baseline'), ({(5781, 2, 1166)}, 0.016793607713333242, 'baseline'), ({(5781, 2, 31)}, 0.01530475631841972, 'baseline')]","[(16617, 1, 65), (15878, 8, 7410), (16617, 8, 7410), (5781, 2, 1166), (5781, 2, 31), (14803, 8, 7410), (15878, 2, 31), (14803, 2, 1166), (5781, 1, 65)]",9.910480912367348e-06,[3]
[0.0006867196643725038],2.0,1,"(5575, 11, 8038)",0.00015194447769317776,11,"[({(5575, 3, 100), (5575, 3, 2563), (5575, 1, 2467), (5575, 4, 66)}, 0.562059684127435, 'baseline'), ({(5575, 3, 3079), (5575, 3, 2563), (5575, 1, 2467), (5575, 4, 66)}, 0.5613637999094896, 'baseline'), ({(5575, 3, 33), (5575, 3, 2563), (5575, 1, 2467), (5575, 4, 66)}, 0.5603270367168895, 'baseline'), ({(5575, 3, 1407), (5575, 3, 2563), (5575, 1, 2467), (5575, 4, 66)}, 0.5601641371675266, 'baseline'), ({(5575, 3, 2563), (5575, 3, 651), (5575, 4, 66), (5575, 1, 2467)}, 0.5594653919270208, 'baseline'), ({(5575, 1, 2467), (5575, 4, 66)}, 0.5594492390875866, 'baseline'), ({(5575, 3, 100), (5575, 1, 2467), (5575, 4, 66)}, 0.5586865976192035, 'baseline'), ({(5575, 3, 3079), (5575, 1, 2467), (5575, 4, 66)}, 0.5580119922635385, 'baseline'), ({(5575, 1, 2467), (5575, 3, 651), (5575, 4, 66)}, 0.5571455791619245, 'baseline'), ({(5575, 3, 115), (5575, 3, 2563), (5575, 1, 2467), (5575, 4, 66)}, 0.5522165729830054, 'baseline')]","[(25630, 11, 8038), (25630, 1, 2467), (25545, 11, 8038), (23703, 3, 2563), (25545, 4, 66), (25630, 3, 100), (5575, 3, 2563), (5575, 1, 2467), (5575, 3, 100), (23703, 11, 8038), (5575, 4, 66)]",0.0006867196643725038,[2]
[1.2947377399541438e-05],3.0,1,"(4882, 8, 7410)",0.0005842457758262753,3,"[({(4882, 3, 756)}, 0.01751952522023642, 'baseline'), ({(4882, 2, 466)}, 0.01699685764130825, 'baseline'), ({(4882, 3, 88)}, 0.01572966103395713, 'baseline'), ({(4882, 1, 65)}, 0.015199892203778854, 'baseline'), ({(4882, 2, 31)}, 0.014775835881497123, 'baseline'), ({(4882, 3, 279)}, 0.014461140130217619, 'baseline'), ({(4882, 3, 6)}, 0.012893454101128372, 'baseline'), ({(4882, 3, 7)}, 0.012859742086173923, 'baseline'), ({(4882, 2, 1813)}, 0.011983192507182983, 'baseline'), ({(4882, 4, 1676)}, 0.01151018678947746, 'baseline'), ({(4882, 3, 1823)}, 0.009931890223091619, 'baseline'), ({(4882, 3, 469)}, 0.009387947544840798, 'baseline'), ({(4882, 3, 470)}, 0.007120047634832075, 'baseline'), ({(4882, 2, 30)}, 0.006474257371665752, 'baseline'), ({(4882, 3, 1)}, 0.003767238856416708, 'baseline'), ({(4882, 2, 465)}, 0.0029730246644505704, 'baseline'), ({(4882, 3, 40)}, 0.0004933355007475472, 'baseline'), ({(4882, 3, 149)}, 0.0002979049012427054, 'baseline')]","[(21828, 3, 756), (21828, 8, 7410), (4882, 3, 756)]",1.2947377399541438e-05,[3]
[9.374642104376107e-06],3.0,1,"(6323, 8, 7427)",0.0006460305885411799,3,"[({(6323, 2, 28)}, 0.002161762191558669, 'baseline'), ({(6323, 3, 716)}, 0.00212659028844055, 'baseline'), ({(6323, 3, 149)}, 0.0020867131652342087, 'baseline'), ({(6323, 3, 78)}, 0.002057380256146982, 'baseline'), ({(6323, 3, 1878)}, 0.0020016205774082566, 'baseline'), ({(6323, 3, 85)}, 0.0017163398112907977, 'baseline'), ({(6323, 3, 706)}, 0.0016794676762482343, 'baseline'), ({(6323, 3, 75)}, 0.0014650725466711834, 'baseline'), ({(6323, 3, 38)}, 0.00044038340664954176, 'baseline'), ({(6323, 3, 9)}, -0.00106402722477588, 'baseline'), ({(6323, 3, 2638)}, -0.0011443060910341339, 'baseline'), ({(6323, 3, 39)}, -0.0014037767405141969, 'baseline'), ({(6323, 2, 31)}, -0.005010877790179007, 'baseline'), ({(6323, 3, 609)}, -0.00539205090868848, 'baseline'), ({(6323, 2, 68)}, -0.005521116356264723, 'baseline'), ({(6323, 3, 1896)}, -0.007070449695266036, 'baseline'), ({(6323, 3, 1902)}, -0.009730999415837152, 'baseline'), ({(6323, 2, 70)}, -0.01126870608400606, 'baseline'), ({(6323, 3, 6326)}, -0.011403811220467594, 'baseline'), ({(6323, 3, 279)}, -0.015540734930319964, 'baseline')]","[(14852, 8, 7427), (6323, 2, 28), (14852, 2, 28)]",9.374642104376107e-06,[3]
[0.999817430973053],1.0,1,"(6373, 10, 7830)",6.148118458781937e-09,12,"[({(6373, 1, 65), (6373, 3, 743), (6373, 3, 166), (6373, 4, 485)}, 0.011179071809678323, 'baseline'), ({(6373, 1, 65), (6373, 3, 10), (6373, 3, 1685), (6373, 4, 485)}, 0.011179012203171376, 'baseline'), ({(6373, 1, 65), (6373, 3, 10), (6373, 3, 166), (6373, 4, 485)}, 0.011178927450169263, 'baseline'), ({(6373, 1, 65), (6373, 3, 6377), (6373, 4, 485)}, 0.01117873000361508, 'baseline'), ({(6373, 1, 65), (6373, 3, 10), (6373, 4, 485)}, 0.01117858936951285, 'baseline'), ({(6373, 1, 65), (6373, 3, 743), (6373, 4, 485)}, 0.011178445941355752, 'baseline'), ({(6373, 3, 731), (6373, 1, 65), (6373, 3, 165), (6373, 4, 485)}, 0.01117840309917906, 'baseline'), ({(6373, 1, 65), (6373, 3, 1685), (6373, 4, 485), (6373, 3, 78)}, 0.011178253151560385, 'baseline'), ({(6373, 1, 65), (6373, 3, 166), (6373, 4, 485)}, 0.011178171192613617, 'baseline'), ({(6373, 3, 731), (6373, 1, 65), (6373, 3, 1685), (6373, 4, 485)}, 0.011178051048248608, 'baseline')]","[(23722, 1, 65), (25500, 3, 743), (6373, 3, 166), (6373, 1, 65), (18264, 4, 485), (25500, 10, 7830), (6373, 4, 485), (23722, 10, 7830), (18264, 10, 7830), (6373, 3, 743), (16791, 10, 7830), (16791, 3, 166)]",0.999817430973053,[1]
[3.5529303659131983e-06],4.0,1,"(4912, 8, 7410)",0.0015577415470033884,3,"[({(4912, 3, 1019)}, 0.0012939408943257167, 'baseline'), ({(4912, 3, 10)}, 0.0012886998743520783, 'baseline'), ({(4912, 3, 220)}, 0.0012207412393286706, 'baseline'), ({(4912, 2, 68)}, 0.0011864538296261168, 'baseline'), ({(4912, 3, 4)}, 0.0010329165247099153, 'baseline'), ({(4912, 4, 66)}, 0.0008783782346301736, 'baseline'), ({(4912, 2, 2271)}, 0.0006045182533007641, 'baseline'), ({(4912, 3, 504)}, 0.0004414030302953076, 'baseline'), ({(4912, 3, 40)}, 7.808075725644329e-05, 'baseline'), ({(4912, 3, 1020)}, -0.00013695766735552582, 'baseline'), ({(4912, 3, 436)}, -0.0003270732038262927, 'baseline'), ({(4912, 3, 3090)}, -0.0007099920370164353, 'baseline'), ({(4912, 3, 2966)}, -0.0008653597168729009, 'baseline'), ({(4912, 3, 4915)}, -0.0009070052109581403, 'baseline'), ({(4912, 3, 738)}, -0.0013790718838652156, 'baseline'), ({(4912, 3, 7)}, -0.0018461082836641837, 'baseline'), ({(4912, 3, 293)}, -0.0021204818305287374, 'baseline'), ({(4912, 3, 748)}, -0.008112981933218869, 'baseline'), ({(4912, 3, 6)}, -0.016264081984080605, 'baseline'), ({(4912, 3, 2044)}, -0.054382176158829246, 'baseline')]","[(13418, 8, 7410), (13418, 3, 1019), (4912, 3, 1019)]",3.5529303659131983e-06,[4]
[0.0012068850919604301],2.0,1,"(7628, 12, 4492)",0.022079473361372948,7,"[({(7628, 8, 7567), (7628, 3, 6), (7628, 3, 149)}, 0.25817210566801246, 'baseline'), ({(7628, 3, 38), (7628, 3, 40)}, 0.2580813278401256, 'baseline'), ({(7628, 8, 7408), (7628, 3, 40), (7628, 8, 7410)}, 0.25797308576829636, 'baseline'), ({(7628, 3, 149)}, 0.2578318227604334, 'baseline'), ({(7628, 3, 88), (7628, 8, 7408), (7628, 8, 7567), (7628, 3, 149)}, 0.2572635819105855, 'baseline'), ({(7628, 8, 7567), (7628, 3, 40), (7628, 3, 6)}, 0.25666717782233456, 'baseline'), ({(7628, 8, 7567), (7628, 3, 88), (7628, 3, 40), (7628, 3, 149)}, 0.25641481175338493, 'baseline'), ({(7628, 3, 40)}, 0.25614796173601506, 'baseline'), ({(7628, 8, 7408), (7628, 8, 7567), (7628, 8, 7410)}, 0.25595925345420323, 'baseline'), ({(7628, 3, 88), (7628, 8, 7408), (7628, 8, 7410)}, 0.2558427561528676, 'baseline')]","[(23877, 8, 7567), (4492, 3, 6), (7628, 3, 149), (7628, 8, 7567), (4492, 3, 149), (23877, 12, 4492), (7628, 3, 6)]",0.0012068850919604301,[2]
[0.99989914894104],1.0,1,"(5133, 10, 7830)",1.0917164061652329e-08,12,"[({(5133, 4, 485), (5133, 5, 5134), (5133, 3, 4768), (5133, 1, 65)}, 9.522995655469725e-05, 'baseline'), ({(5133, 3, 2543), (5133, 4, 485), (5133, 1, 65), (5133, 3, 5146)}, 9.522215672816269e-05, 'baseline'), ({(5133, 2, 312), (5133, 5, 5134), (5133, 4, 485), (5133, 1, 65)}, 9.522070153663686e-05, 'baseline'), ({(5133, 3, 4866), (5133, 4, 485), (5133, 3, 4194), (5133, 1, 65)}, 9.521883889132702e-05, 'baseline'), ({(5133, 3, 4866), (5133, 3, 2730), (5133, 4, 485), (5133, 1, 65)}, 9.521703445389459e-05, 'baseline'), ({(5133, 3, 4866), (5133, 3, 237), (5133, 4, 485), (5133, 1, 65)}, 9.521179576434955e-05, 'baseline'), ({(5133, 2, 31), (5133, 5, 5134), (5133, 4, 485), (5133, 1, 65)}, 9.520888538133017e-05, 'baseline'), ({(5133, 4, 485), (5133, 5, 5134), (5133, 3, 9), (5133, 1, 65)}, 9.520795405868581e-05, 'baseline'), ({(5133, 4, 485), (5133, 3, 673), (5133, 1, 65)}, 9.52046944297705e-05, 'baseline'), ({(5133, 2, 31), (5133, 1, 65), (5133, 2, 68), (5133, 3, 39)}, 9.519346035115801e-05, 'baseline')]","[(18159, 3, 4768), (23722, 1, 65), (18264, 4, 485), (5133, 4, 485), (18159, 10, 7830), (5133, 3, 4768), (10165, 10, 7830), (23722, 10, 7830), (18264, 10, 7830), (5133, 5, 5134), (10165, 5, 5134), (5133, 1, 65)]",0.99989914894104,[1]
[0.9999576807022095],1.0,1,"(7201, 10, 7830)",5.487277832116888e-08,12,"[({(7201, 3, 6), (7201, 5, 7202), (7201, 3, 717), (7201, 2, 2271)}, 0.0004123248680920096, 'baseline'), ({(7201, 3, 118), (7201, 3, 1266), (7201, 5, 7202), (7201, 2, 2271)}, 0.00041145518739347104, 'baseline'), ({(7201, 3, 88), (7201, 3, 82), (7201, 3, 2279), (7201, 3, 7209)}, 0.0004070516030378877, 'baseline'), ({(7201, 3, 1266), (7201, 3, 7209), (7201, 5, 7202), (7201, 2, 2271)}, 0.00040664723440072376, 'baseline'), ({(7201, 3, 3975), (7201, 3, 5934), (7201, 5, 7202), (7201, 3, 717)}, 0.00040627819781544923, 'baseline'), ({(7201, 3, 6), (7201, 2, 31), (7201, 3, 717), (7201, 3, 82)}, 0.00040573791428449326, 'baseline'), ({(7201, 3, 1266), (7201, 3, 118), (7201, 3, 6), (7201, 3, 3975)}, 0.0004052129393692145, 'baseline'), ({(7201, 3, 82), (7201, 3, 2279), (7201, 2, 31), (7201, 2, 2271)}, 0.00040483464776544883, 'baseline'), ({(7201, 3, 2279), (7201, 5, 7202)}, 0.00040345233217747276, 'baseline'), ({(7201, 3, 6), (7201, 3, 119), (7201, 5, 7202), (7201, 3, 82)}, 0.0004034368489390834, 'baseline')]","[(18051, 10, 7830), (19690, 5, 7202), (20412, 10, 7830), (7201, 3, 717), (7201, 3, 6), (18051, 3, 717), (7201, 2, 2271), (20412, 2, 2271), (7201, 5, 7202), (23722, 10, 7830), (19690, 10, 7830), (23722, 3, 6)]",0.9999576807022095,[1]
