prediction,facts,exp,original_score,new_ranks,new_score,new_scores,new_rank,exp_length,original_rank
"(5517, 9, 7903)","[({(5517, 3, 5520)}, 0.1318339362334226, 'baseline'), ({(5517, 3, 1482)}, 0.13103410147104566, 'baseline'), ({(5517, 2, 1323)}, 0.12959067067228325, 'baseline'), ({(5517, 3, 75)}, 0.12380854331038996, 'baseline'), ({(5517, 3, 3863)}, 0.12246369857607523, 'baseline'), ({(5517, 3, 7)}, 0.1223264290762371, 'baseline'), ({(5517, 2, 30)}, 0.12196673740459428, 'baseline'), ({(5517, 3, 1005)}, 0.11889924398603456, 'baseline'), ({(5517, 3, 1123)}, 0.11741911161337243, 'baseline'), ({(5517, 3, 10)}, 0.10563664424124235, 'baseline'), ({(5517, 3, 731)}, 0.10496161417634384, 'baseline'), ({(5517, 3, 260)}, 0.0983708380528999, 'baseline'), ({(5517, 3, 5521)}, 0.07954962831052541, 'baseline'), ({(5517, 3, 78)}, 0.0774006200801457, 'baseline'), ({(5517, 1, 65)}, 0.06346367576422526, 'baseline'), ({(5517, 3, 1024)}, 0.01681703603007016, 'baseline'), ({(5517, 3, 39)}, 0.014047215661317612, 'baseline'), ([(23360, 2, 1188), (23360, 9, 7903), (5517, 2, 1188)], 0.0041999817, 'xrule'), ([(14219, 9, 7903), (14219, 2, 1323), (5517, 2, 1323)], 0.0027999878, 'xrule'), ([(19469, 2, 1188), (19469, 9, 7903), (5517, 2, 1188)], 0.0013999939, 'xrule'), ([(9818, 2, 1188), (9818, 9, 7903), (5517, 2, 1188)], 0.00069999695, 'xrule'), ([(18250, 2, 1323), (18250, 9, 7903), (5517, 2, 1323)], 0.00059998035, 'xrule'), ({(5517, 2, 31)}, -0.10289052586761015, 'baseline'), ({(5517, 3, 3736)}, -0.1330135509732616, 'baseline'), ({(5517, 3, 1026)}, -0.2604404876841857, 'baseline')]","[(22636, 3, 75), (5517, 3, 1482), (23688, 9, 7903), (5517, 3, 3863), (23190, 3, 1482), (23688, 3, 3863), (23442, 3, 5520), (24615, 2, 1323), (24615, 9, 7903), (5517, 3, 5520), (5517, 2, 1323), (23190, 9, 7903), (5517, 3, 75), (23442, 9, 7903), (22636, 9, 7903)]",0.001694337697699666,[7],0.0010117895435541868,[0.0010117895435541868],7.0,15,1
"(7097, 8, 7567)","[({(7097, 3, 1348)}, 0.0882062269917421, 'baseline'), ({(7097, 3, 2173)}, 0.088108050644649, 'baseline'), ({(7097, 2, 209)}, 0.08799632175343208, 'baseline'), ({(7097, 2, 68)}, 0.08795339896048598, 'baseline'), ({(7097, 3, 1351)}, 0.08790482863824074, 'baseline'), ({(7097, 3, 479)}, 0.08770332765116286, 'baseline'), ({(7097, 3, 733)}, 0.08766685707007577, 'baseline'), ({(7097, 3, 40)}, 0.08241468947665197, 'baseline'), ({(7097, 3, 1855)}, 0.07927006018608204, 'baseline'), ({(7097, 3, 732)}, 0.07831275743736531, 'baseline'), ({(7097, 3, 220)}, 0.07714798580624983, 'baseline'), ({(7097, 3, 476)}, 0.07473598702607484, 'baseline'), ({(7097, 4, 66)}, 0.06543734201604963, 'baseline'), ({(7097, 3, 9)}, 0.06238758841692882, 'baseline'), ({(7097, 3, 1074)}, 0.060946467316469764, 'baseline'), ({(7097, 3, 1352)}, 0.045514213820308194, 'baseline'), ({(7097, 3, 3905)}, 0.042842044460451735, 'baseline'), ([(12800, 3, 10), (7097, 3, 10), (12800, 8, 7567)], 0.0413, 'xrule'), ({(7097, 3, 1529)}, 0.04040450135167636, 'baseline'), ({(7097, 3, 5157)}, 0.03965908191512419, 'baseline'), ({(7097, 3, 10)}, 0.032195868870633, 'baseline'), ([(7097, 1, 65), (23082, 1, 65), (23082, 8, 7567)], -0.078099996, 'xrule'), ([(12800, 3, 9), (7097, 3, 9), (12800, 8, 7567)], -0.1426, 'xrule'), ([(24283, 1, 65), (24283, 8, 7567), (7097, 1, 65)], -0.1507, 'xrule'), ([(7097, 3, 41), (9633, 8, 7567), (9633, 3, 41)], -0.21949998, 'xrule')]","[(12096, 2, 209), (7097, 3, 1348), (7097, 2, 68), (25017, 2, 68), (7097, 3, 1351), (7097, 2, 209), (7097, 3, 2173), (25017, 8, 7567), (13576, 3, 1351), (13576, 3, 1348), (12096, 8, 7567), (13576, 8, 7567), (12096, 3, 2173)]",0.00016190372116398066,[9],7.159028925229904e-11,[7.159028925229904e-11],9.0,13,1
"(5756, 8, 7410)","[([(23900, 2, 31), (5756, 2, 31), (23900, 8, 7410)], 0.019900002, 'xrule'), ({(5756, 4, 924)}, 0.012390454269660924, 'baseline'), ({(5756, 2, 5758)}, 0.012206210684818284, 'baseline'), ({(5756, 3, 5760)}, 0.011786428240094966, 'baseline'), ({(5756, 1, 864)}, 0.008358996324899186, 'baseline'), ({(5756, 3, 651)}, 0.007652140669373063, 'baseline'), ({(5756, 2, 31)}, 0.005772525419960999, 'baseline'), ({(5756, 3, 4906)}, 0.005682592682126168, 'baseline'), ({(5756, 3, 706)}, -3.2274099374051315e-05, 'baseline'), ({(5756, 3, 5761)}, -0.007739979810612001, 'baseline'), ({(5756, 3, 50)}, -0.015935049426960283, 'baseline'), ([(24713, 8, 7410), (5756, 3, 37), (24713, 3, 37)], -0.031899996, 'xrule'), ([(24713, 3, 50), (24713, 8, 7410), (5756, 3, 50)], -0.050199993, 'xrule'), ([(18934, 8, 7410), (18934, 3, 37), (5756, 3, 37)], -0.057299994, 'xrule'), ([(8416, 3, 37), (5756, 3, 37), (8416, 8, 7410)], -0.06339999, 'xrule')]","[(5756, 1, 864), (23434, 8, 7410), (18172, 2, 5758), (20598, 3, 5760), (7901, 1, 864), (23900, 2, 31), (5756, 3, 5760), (5756, 4, 924), (23434, 4, 924), (18172, 8, 7410), (5756, 2, 31), (7901, 8, 7410), (23900, 8, 7410), (5756, 2, 5758), (20598, 8, 7410)]",0.011794748716056347,[2],3.83974656870123e-06,[3.83974656870123e-06],2.0,15,1
"(5447, 8, 7410)","[([(17698, 3, 78), (5447, 3, 78), (17698, 8, 7410)], 0.07879996, 'xrule'), ({(5447, 2, 171)}, 0.0029204063381582414, 'baseline'), ({(5447, 1, 1054)}, 0.0028718460295520786, 'baseline'), ({(5447, 3, 386)}, 0.002772382850622362, 'baseline'), ({(5447, 3, 1143)}, 0.002695377172758893, 'baseline'), ({(5447, 2, 709)}, 0.0026777789278417587, 'baseline'), ({(5447, 3, 710)}, 0.002655525168190035, 'baseline'), ({(5447, 3, 5448)}, 0.002594316564086038, 'baseline'), ({(5447, 3, 1104)}, 0.0025284795170656925, 'baseline'), ({(5447, 3, 17)}, 0.002358250260061105, 'baseline'), ({(5447, 3, 1155)}, 0.0020765729140567683, 'baseline'), ([(17698, 8, 7410), (17698, 3, 519), (5447, 3, 519)], -0.0066000223, 'xrule'), ([(14701, 3, 9), (14701, 8, 7410), (5447, 3, 9)], -0.023100019, 'xrule'), ([(5447, 3, 10), (14701, 3, 10), (14701, 8, 7410)], -0.02970004, 'xrule'), ([(5447, 3, 10), (17698, 8, 7410), (17698, 3, 10)], -0.050900042, 'xrule')]","[(5447, 1, 1054), (15878, 2, 171), (10101, 8, 7410), (15878, 8, 7410), (15904, 3, 1143), (15904, 8, 7410), (17698, 3, 78), (16724, 8, 7410), (17698, 8, 7410), (5447, 3, 1143), (16724, 3, 386), (5447, 3, 78), (5447, 2, 171), (10101, 1, 1054), (5447, 3, 386)]",0.002314773853868246,[2],6.496193805105577e-07,[6.496193805105577e-07],2.0,15,1
"(6394, 11, 8038)","[({(6394, 4, 66)}, 0.003912470241558769, 'baseline'), ({(6394, 2, 68)}, 0.003214725686577561, 'baseline'), ({(6394, 5, 6395)}, 0.0031823445655755713, 'baseline'), ({(6394, 3, 891)}, 0.0031413980513340994, 'baseline'), ({(6394, 3, 6404)}, 0.0027937723447813453, 'baseline'), ({(6394, 3, 1839)}, 0.0024609602715759504, 'baseline'), ({(6394, 3, 37)}, 0.0007070539694293638, 'baseline'), ({(6394, 2, 30)}, 0.00027256081950386904, 'baseline'), ({(6394, 3, 6)}, 0.00011132559720107246, 'baseline'), ([(6394, 3, 20), (16972, 11, 8038), (16972, 3, 20)], 0.0, 'xrule'), ([(20543, 11, 8038), (6394, 3, 20), (20543, 3, 20)], 0.0, 'xrule'), ([(16972, 11, 8038), (16972, 4, 66), (6394, 4, 66)], 0.0, 'xrule'), ([(23538, 11, 8038), (6394, 4, 66), (23538, 4, 66)], 0.0, 'xrule'), ([(23752, 11, 8038), (23752, 4, 66), (6394, 4, 66)], 0.0, 'xrule'), ({(6394, 3, 1493)}, -0.00027761706359818295, 'baseline')]","[(6404, 0, 1493), (14478, 3, 891), (6394, 3, 891), (6394, 3, 6404), (25545, 11, 8038), (6394, 2, 68), (25545, 4, 66), (6394, 5, 6395), (8038, 3, 1493), (6394, 4, 66), (14256, 11, 8038), (14478, 11, 8038), (14256, 5, 6395), (8038, 2, 68)]",1.2339714885456488e-05,[4],2.1892044969717972e-05,[2.1892044969717972e-05],4.0,14,1
"(7125, 11, 7956)","[({(7125, 4, 66)}, 0.2598642517707413, 'baseline'), ({(7125, 3, 7133)}, 0.20973966589325518, 'baseline'), ({(7125, 3, 219)}, 0.16734484887850964, 'baseline'), ({(7125, 3, 5382)}, 0.13169799293509837, 'baseline'), ({(7125, 3, 7127)}, 0.12670520984122904, 'baseline'), ({(7125, 2, 68)}, 0.09143839313809976, 'baseline'), ({(7125, 3, 2593)}, 0.058886210429855985, 'baseline'), ({(7125, 3, 220)}, 0.05158005185472858, 'baseline'), ({(7125, 3, 40)}, 0.03455410427054741, 'baseline'), ({(7125, 2, 172)}, 0.028510312495376153, 'baseline'), ([(13012, 4, 66), (7125, 4, 66), (13012, 11, 7956)], 0.0, 'xrule'), ([(23089, 4, 66), (7125, 4, 66), (23089, 11, 7956)], 0.0, 'xrule'), ([(10988, 3, 40), (10988, 11, 7956), (7125, 3, 40)], 0.0, 'xrule'), ([(13012, 11, 7956), (13012, 3, 40), (7125, 3, 40)], 0.0, 'xrule'), ([(14020, 3, 40), (14020, 11, 7956), (7125, 3, 40)], 0.0, 'xrule')]","[(7125, 3, 219), (7125, 3, 7133), (24318, 3, 7133), (24318, 11, 7956), (8161, 3, 5382), (24242, 4, 66), (20749, 3, 219), (24242, 11, 7956), (20749, 11, 7956), (7125, 4, 66), (24085, 3, 7127), (24085, 11, 7956), (8161, 11, 7956), (7125, 3, 5382), (7125, 3, 7127)]",2.1323852706700563e-05,[1],0.017432086169719696,[0.017432086169719696],1.0,15,1
"(5627, 11, 7956)","[({(5627, 2, 30)}, 0.006438984500316619, 'baseline'), ({(5627, 3, 6)}, 0.0054492083638659075, 'baseline'), ([(13224, 3, 6), (13224, 11, 7956), (5627, 3, 6)], 0.0, 'xrule'), ([(20519, 3, 6), (20519, 11, 7956), (5627, 3, 6)], 0.0, 'xrule'), ([(20757, 3, 6), (20757, 11, 7956), (5627, 3, 6)], 0.0, 'xrule'), ([(22045, 3, 6), (22045, 11, 7956), (5627, 3, 6)], 0.0, 'xrule'), ([(24677, 3, 6), (24677, 11, 7956), (5627, 3, 6)], 0.0, 'xrule'), ({(5627, 3, 1407)}, -0.002271764946083388, 'baseline'), ({(5627, 3, 5629)}, -0.0033775838656195964, 'baseline'), ({(5627, 3, 278)}, -0.013488178194143094, 'baseline'), ({(5627, 3, 5632)}, -0.01439653433231364, 'baseline'), ({(5627, 2, 29)}, -0.026104887051652828, 'baseline'), ({(5627, 3, 3863)}, -0.04949836903732636, 'baseline'), ({(5627, 3, 58)}, -0.06763624866368331, 'baseline'), ({(5627, 3, 41)}, -0.08158360885848362, 'baseline')]","[(13224, 3, 6), (13224, 11, 7956), (22870, 11, 7956), (20519, 3, 6), (20757, 3, 6), (22870, 2, 30), (5627, 2, 30), (22870, 3, 6), (20519, 11, 7956), (5627, 3, 6), (20757, 11, 7956)]",0.00013240447151474655,[1],0.005304812453687191,[0.005304812453687191],1.0,11,1
"(6722, 8, 7427)","[([(14565, 2, 30), (14565, 8, 7427), (6722, 2, 30)], 0.268, 'xrule'), ([(6722, 3, 40), (23558, 3, 40), (23558, 8, 7427)], 0.2202, 'xrule'), ([(24894, 8, 7427), (6722, 2, 30), (24894, 2, 30)], 0.1627, 'xrule'), ([(15535, 2, 30), (15535, 8, 7427), (6722, 2, 30)], 0.064499974, 'xrule'), ([(24529, 2, 30), (24529, 8, 7427), (6722, 2, 30)], 0.0492, 'xrule'), ({(6722, 3, 6726)}, 0.011608256935472946, 'baseline'), ({(6722, 3, 2638)}, 0.011515635963802862, 'baseline'), ({(6722, 3, 1454)}, 0.011472498005705134, 'baseline'), ({(6722, 3, 75)}, 0.011467557351573463, 'baseline'), ({(6722, 2, 70)}, 0.011422098590220068, 'baseline'), ({(6722, 3, 111)}, 0.011392159320813224, 'baseline'), ({(6722, 3, 218)}, 0.01136531022636722, 'baseline'), ({(6722, 3, 7)}, 0.01135102839973914, 'baseline'), ({(6722, 3, 6723)}, 0.010594060611675392, 'baseline'), ({(6722, 3, 78)}, 0.010438325783747237, 'baseline'), ({(6722, 3, 1628)}, 0.010308674510039336, 'baseline'), ({(6722, 3, 1198)}, 0.01025129013563668, 'baseline'), ({(6722, 3, 216)}, 0.009754055108761421, 'baseline'), ({(6722, 3, 4553)}, 0.00803860549703289, 'baseline'), ({(6722, 3, 56)}, 0.0064133391043125565, 'baseline'), ({(6722, 1, 65)}, 0.005722444008033631, 'baseline'), ({(6722, 2, 30)}, 0.005165141045302198, 'baseline'), ({(6722, 3, 277)}, 0.0010335491257375312, 'baseline'), ({(6722, 3, 276)}, 0.00047858241897204794, 'baseline'), ({(6722, 3, 1341)}, -0.01884113350686546, 'baseline')]","[(14565, 2, 30), (14565, 8, 7427), (6722, 2, 30), (23558, 8, 7427), (15535, 8, 7427), (24529, 2, 30), (23558, 3, 40), (24894, 2, 30), (24894, 8, 7427), (24529, 8, 7427), (6722, 3, 40), (15535, 2, 30)]",0.0005110133206471801,[3],2.0181569482247141e-07,[2.0181569482247141e-07],3.0,12,1
"(4870, 8, 7567)","[({(4870, 3, 40)}, 0.010657819881764645, 'baseline'), ({(4870, 2, 709)}, 0.010606352203046914, 'baseline'), ([(24472, 8, 7567), (24472, 3, 41), (4870, 3, 41)], 0.010399997, 'xrule'), ({(4870, 3, 4879)}, 0.009323758049578598, 'baseline'), ({(4870, 3, 88)}, 0.009110590373810646, 'baseline'), ({(4870, 3, 1074)}, 0.008228424866448336, 'baseline'), ({(4870, 3, 20)}, 0.007880945629286065, 'baseline'), ({(4870, 2, 172)}, 0.007848397788526015, 'baseline'), ({(4870, 3, 892)}, 0.006553694558432172, 'baseline'), ([(20555, 2, 709), (4870, 2, 709), (20555, 8, 7567)], 0.00069999695, 'xrule'), ([(9370, 8, 7567), (9370, 2, 172), (4870, 2, 172)], 0.00049996376, 'xrule'), ([(24472, 8, 7567), (4870, 3, 88), (24472, 3, 88)], 0.00029999018, 'xrule'), ([(4870, 2, 709), (19620, 2, 709), (19620, 8, 7567)], 0.00029999018, 'xrule'), ({(4870, 3, 1019)}, -0.00031411373345224916, 'baseline'), ({(4870, 2, 30)}, -0.02430637090279659, 'baseline')]","[(19195, 3, 4879), (24472, 8, 7567), (25017, 3, 40), (24472, 3, 41), (19332, 2, 709), (19195, 8, 7567), (4870, 3, 41), (25017, 8, 7567), (22183, 3, 88), (4870, 2, 709), (4870, 3, 4879), (19332, 8, 7567), (4870, 3, 88), (22183, 8, 7567), (4870, 3, 40)]",0.023995403200387955,[4],3.3336904348146845e-09,[3.3336904348146845e-09],4.0,15,1
"(6213, 10, 7830)","[({(6213, 4, 485)}, 0.000997339003662863, 'baseline'), ({(6213, 3, 1964)}, 0.0005626238096587932, 'baseline'), ({(6213, 3, 39)}, 0.0002936638909757363, 'baseline'), ([(6213, 1, 65), (23221, 10, 7830), (23221, 1, 65)], 0.0, 'xrule'), ([(24093, 1, 65), (6213, 1, 65), (24093, 10, 7830)], 0.0, 'xrule'), ([(24276, 10, 7830), (6213, 1, 65), (24276, 1, 65)], 0.0, 'xrule'), ([(11521, 10, 7830), (6213, 3, 78), (11521, 3, 78)], 0.0, 'xrule'), ([(6213, 3, 78), (17452, 3, 78), (17452, 10, 7830)], 0.0, 'xrule'), ({(6213, 3, 1838)}, -0.0002671229206328098, 'baseline'), ({(6213, 3, 1112)}, -0.00040056678101248275, 'baseline'), ({(6213, 3, 20)}, -0.000520212867226549, 'baseline'), ({(6213, 2, 729)}, -0.0006332852161047074, 'baseline'), ({(6213, 2, 31)}, -0.0016245376867734345, 'baseline'), ({(6213, 3, 78)}, -0.002796043938718262, 'baseline'), ({(6213, 3, 38)}, -0.0045369444708464, 'baseline')]","[(24093, 1, 65), (6213, 3, 39), (6213, 3, 1964), (25111, 3, 1964), (24093, 10, 7830), (6213, 4, 485), (25111, 10, 7830), (18264, 4, 485), (23722, 3, 39), (23221, 1, 65), (23722, 10, 7830), (18264, 10, 7830), (6213, 1, 65), (23221, 10, 7830)]",2.007188548702743e-08,[1],0.9952821135520935,[0.9952821135520935],1.0,14,1
"(7499, 10, 7830)","[({(7499, 3, 7509)}, 0.0001076797603489469, 'baseline'), ({(7499, 8, 7427)}, 0.00010465063366636059, 'baseline'), ({(7499, 3, 279)}, 0.0001015102721440716, 'baseline'), ({(7499, 2, 30)}, 9.954692773658032e-05, 'baseline'), ({(7499, 1, 264)}, 9.753212775681876e-05, 'baseline'), ({(7499, 2, 31)}, 9.690179699524243e-05, 'baseline'), ({(7499, 3, 748)}, 8.111611215479148e-05, 'baseline'), ({(7499, 3, 5329)}, 8.03428233782843e-05, 'baseline'), ({(7499, 3, 7510)}, 7.977157339332312e-05, 'baseline'), ({(7499, 4, 485)}, 7.923181375280445e-05, 'baseline'), ([(7499, 8, 7427), (14580, 10, 7830), (14580, 8, 7427)], 0.0, 'xrule'), ([(7499, 8, 7427), (17655, 8, 7427), (17655, 10, 7830)], 0.0, 'xrule'), ([(7499, 8, 7427), (18068, 8, 7427), (18068, 10, 7830)], 0.0, 'xrule'), ([(7499, 8, 7427), (21465, 8, 7427), (21465, 10, 7830)], 0.0, 'xrule'), ([(7499, 8, 7427), (22379, 8, 7427), (22379, 10, 7830)], 0.0, 'xrule')]","[(25794, 10, 7830), (7499, 3, 7509), (13302, 3, 279), (7499, 1, 264), (7499, 8, 7427), (19349, 1, 264), (23758, 10, 7830), (7499, 3, 279), (19349, 10, 7830), (13302, 10, 7830), (25794, 8, 7427), (7499, 2, 30), (23758, 3, 7509), (25794, 2, 30)]",8.690136610312038e-09,[1],0.9905045628547668,[0.9905045628547668],1.0,14,1
"(5930, 8, 7427)","[({(5930, 3, 914)}, 0.0026420620036442114, 'baseline'), ({(5930, 3, 1030)}, 0.0025504731425777423, 'baseline'), ({(5930, 3, 17)}, 0.002550327856019913, 'baseline'), ({(5930, 3, 1957)}, 0.002462759822347339, 'baseline'), ({(5930, 2, 2270)}, 0.0023749291065728304, 'baseline'), ({(5930, 3, 392)}, 0.0022351929907674616, 'baseline'), ({(5930, 3, 386)}, 0.0021034651155972957, 'baseline'), ({(5930, 3, 237)}, 0.002086221892041368, 'baseline'), ({(5930, 3, 51)}, 0.0020176553489882156, 'baseline'), ({(5930, 3, 1960)}, 0.0018214757348536065, 'baseline'), ({(5930, 3, 38)}, 0.0018027096277771226, 'baseline'), ({(5930, 3, 1143)}, 0.0017528766129076862, 'baseline'), ({(5930, 3, 2488)}, 0.0015925391913147002, 'baseline'), ({(5930, 3, 4017)}, 0.0015547863193565775, 'baseline'), ({(5930, 3, 5945)}, 0.001409635134326685, 'baseline'), ({(5930, 3, 1155)}, 0.0008838790924849428, 'baseline'), ({(5930, 3, 5933)}, 0.0005026906365895831, 'baseline'), ({(5930, 2, 30)}, 0.0003601691721509105, 'baseline'), ({(5930, 3, 5939)}, -0.0016557228113268203, 'baseline'), ({(5930, 3, 816)}, -0.01420780927478153, 'baseline')]","[(20412, 2, 2270), (22917, 3, 914), (5930, 3, 1957), (5930, 2, 2270), (25478, 3, 1957), (25478, 8, 7427), (5930, 3, 1030), (21828, 3, 17), (5930, 3, 914), (21828, 8, 7427), (20412, 8, 7427), (9426, 3, 1030), (22917, 8, 7427), (5930, 3, 17), (9426, 8, 7427)]",0.00019900716142728925,[6],3.729436670596442e-08,[3.729436670596442e-08],6.0,15,1
"(6983, 10, 7830)","[({(6983, 3, 38)}, 0.000456729690263144, 'baseline'), ({(6983, 3, 460)}, 0.0004422424430142826, 'baseline'), ({(6983, 3, 20)}, 0.00043954678789880357, 'baseline'), ({(6983, 3, 5543)}, 0.0004273059490643437, 'baseline'), ({(6983, 3, 892)}, 0.00040930953650633627, 'baseline'), ({(6983, 3, 6991)}, 0.0003860725716894839, 'baseline'), ({(6983, 3, 1289)}, 0.0003703078410745444, 'baseline'), ({(6983, 3, 1296)}, 0.0003531240076881401, 'baseline'), ({(6983, 1, 1054)}, 0.00033684873775872954, 'baseline'), ({(6983, 3, 2751)}, 0.00032445295036707505, 'baseline'), ([(6983, 3, 78), (9516, 10, 7830), (9516, 3, 78)], 0.0, 'xrule'), ([(13114, 3, 78), (6983, 3, 78), (13114, 10, 7830)], 0.0, 'xrule'), ([(6983, 3, 78), (18760, 10, 7830), (18760, 3, 78)], 0.0, 'xrule'), ([(23777, 3, 78), (6983, 3, 78), (23777, 10, 7830)], 0.0, 'xrule'), ([(16658, 10, 7830), (6983, 4, 66), (16658, 4, 66)], 0.0, 'xrule')]","[(6983, 3, 20), (25629, 3, 460), (25794, 10, 7830), (25794, 3, 38), (24173, 3, 5543), (24173, 10, 7830), (6983, 3, 460), (25629, 10, 7830), (6983, 3, 38), (16427, 3, 892), (6983, 3, 892), (16427, 3, 20), (16427, 10, 7830), (6983, 3, 5543)]",8.622164315852388e-09,[1],0.9904649257659912,[0.9904649257659912],1.0,14,1
"(6300, 10, 7830)","[({(6300, 3, 892)}, 1.4511865314222427e-06, 'baseline'), ({(6300, 3, 715)}, 1.065502570276111e-06, 'baseline'), ({(6300, 3, 1180)}, 9.903564798414572e-07, 'baseline'), ({(6300, 1, 168)}, 4.727595782245885e-08, 'baseline'), ([(6300, 3, 40), (8104, 10, 7830), (8104, 3, 40)], 0.0, 'xrule'), ([(6300, 3, 40), (14576, 3, 40), (14576, 10, 7830)], 0.0, 'xrule'), ([(14712, 10, 7830), (6300, 3, 40), (14712, 3, 40)], 0.0, 'xrule'), ([(6300, 3, 40), (18833, 10, 7830), (18833, 3, 40)], 0.0, 'xrule'), ([(6300, 3, 40), (19178, 3, 40), (19178, 10, 7830)], 0.0, 'xrule'), ({(6300, 3, 10)}, -3.9207546716960466e-07, 'baseline'), ({(6300, 3, 731)}, -1.7165907909908124e-06, 'baseline'), ({(6300, 3, 500)}, -3.6533925002064816e-06, 'baseline'), ({(6300, 2, 266)}, -3.8025787354063025e-06, 'baseline'), ({(6300, 2, 30)}, -4.796649168272723e-06, 'baseline'), ({(6300, 2, 68)}, -5.505211024779571e-06, 'baseline')]","[(6300, 3, 40), (6300, 3, 715), (20412, 10, 7830), (6300, 3, 892), (15045, 10, 7830), (24930, 3, 715), (6300, 3, 1180), (6300, 1, 168), (8104, 10, 7830), (16427, 3, 892), (15045, 3, 1180), (20412, 1, 168), (16427, 10, 7830), (24930, 10, 7830), (8104, 3, 40)]",9.566154979268049e-09,[1],0.9979071617126465,[0.9979071617126465],1.0,15,1
"(7335, 8, 7410)","[([(23089, 8, 7410), (7335, 2, 30), (23089, 2, 30)], 0.10429996, 'xrule'), ([(7335, 3, 40), (20705, 8, 7410), (20705, 3, 40)], 0.0916, 'xrule'), ([(20719, 2, 30), (20719, 8, 7410), (7335, 2, 30)], 0.03850001, 'xrule'), ([(21311, 2, 30), (21311, 8, 7410), (7335, 2, 30)], 0.037800014, 'xrule'), ({(7335, 3, 149)}, 0.0008857885369672617, 'baseline'), ({(7335, 3, 5727)}, 0.0007628592913011118, 'baseline'), ({(7335, 3, 390)}, 0.0007007093918115518, 'baseline'), ({(7335, 3, 2013)}, 4.013605618759179e-05, 'baseline'), ({(7335, 3, 6)}, -0.0004167900716937619, 'baseline'), ({(7335, 3, 2014)}, -0.0005776663940172079, 'baseline'), ({(7335, 3, 1270)}, -0.0006699157666682944, 'baseline'), ({(7335, 3, 88)}, -0.0015977963715032228, 'baseline'), ({(7335, 2, 2011)}, -0.0018173286457381361, 'baseline'), ({(7335, 3, 1517)}, -0.0021129206469064923, 'baseline'), ([(21311, 8, 7410), (7335, 3, 88), (21311, 3, 88)], -0.018400013, 'xrule')]","[(7335, 3, 40), (7335, 3, 149), (20705, 3, 40), (21311, 2, 30), (21311, 8, 7410), (20719, 8, 7410), (20705, 8, 7410), (23089, 8, 7410), (7335, 2, 30), (17218, 8, 7410), (17218, 3, 149), (20719, 2, 30), (23089, 2, 30)]",0.003208134090527892,[2],3.090260861426941e-06,[3.090260861426941e-06],2.0,13,1
"(5897, 8, 7410)","[([(5897, 3, 9), (20629, 3, 9), (20629, 8, 7410)], 0.2715, 'xrule'), ([(5897, 3, 9), (20450, 3, 9), (20450, 8, 7410)], 0.22539997, 'xrule'), ([(5897, 3, 9), (25026, 8, 7410), (25026, 3, 9)], 0.19049996, 'xrule'), ([(5897, 1, 65), (20629, 1, 65), (20629, 8, 7410)], 0.18149996, 'xrule'), ([(25026, 3, 40), (5897, 3, 40), (25026, 8, 7410)], 0.1555, 'xrule'), ({(5897, 2, 68)}, 0.04325728768266854, 'baseline'), ({(5897, 3, 476)}, 0.03795688131452615, 'baseline'), ({(5897, 3, 220)}, 0.031463372493232514, 'baseline'), ({(5897, 3, 39)}, 0.02159232733217902, 'baseline'), ({(5897, 3, 138)}, 0.017433607004716117, 'baseline'), ({(5897, 2, 132)}, 0.008634141628254396, 'baseline'), ({(5897, 3, 149)}, 0.000637817171300133, 'baseline'), ({(5897, 3, 10)}, -0.012813442423051274, 'baseline'), ({(5897, 3, 9)}, -0.061478246934516645, 'baseline'), ({(5897, 3, 479)}, -0.0839881421831575, 'baseline')]","[(5897, 3, 40), (20450, 3, 9), (20629, 1, 65), (20629, 8, 7410), (25026, 3, 9), (5897, 1, 65), (20450, 8, 7410), (5897, 3, 9), (20629, 3, 9), (25026, 3, 40), (25026, 8, 7410)]",0.0011432610917836428,[1],6.721410500176717e-06,[6.721410500176717e-06],1.0,11,1
"(7058, 8, 7410)","[([(7058, 3, 220), (9990, 3, 220), (9990, 8, 7410)], 0.1652, 'xrule'), ([(13576, 1, 65), (7058, 1, 65), (13576, 8, 7410)], 0.057200015, 'xrule'), ([(23699, 3, 220), (7058, 3, 220), (23699, 8, 7410)], 0.054099977, 'xrule'), ({(7058, 3, 58)}, 0.03632188490855316, 'baseline'), ({(7058, 1, 65)}, 0.03196182749419576, 'baseline'), ({(7058, 2, 68)}, 0.02757445626036958, 'baseline'), ({(7058, 3, 10)}, 0.027281268451952487, 'baseline'), ({(7058, 3, 40)}, 0.027279130144987257, 'baseline'), ({(7058, 3, 193)}, 0.026121291275938804, 'baseline'), ({(7058, 2, 7059)}, 0.018084603339661283, 'baseline'), ({(7058, 3, 1242)}, 0.008423113192001386, 'baseline'), ({(7058, 3, 2832)}, 0.004646486533672464, 'baseline'), ({(7058, 3, 433)}, 0.0026298602597376475, 'baseline'), ([(13122, 1, 65), (7058, 1, 65), (13122, 8, 7410)], -0.023499966, 'xrule')]","[(13576, 1, 65), (23699, 3, 220), (16617, 1, 65), (7058, 1, 65), (16617, 8, 7410), (15878, 8, 7410), (9990, 3, 220), (9990, 8, 7410), (23699, 8, 7410), (7058, 3, 58), (13576, 8, 7410), (7058, 3, 220), (15878, 3, 58)]",0.0042869639582931995,[2],1.543944676996034e-06,[1.543944676996034e-06],2.0,13,1
